Date,Price,Open,High,Low,Chg%
"Jul 06, 2020",48225,47970,48285,47775,0.37%
"Jul 07, 2020",48800,48210,48825,48101,1.19%
"Jul 08, 2020",49159,48704,49348,48642,0.74%
"Jul 09, 2020",48878,49139,49312,48756,-0.57%
"Jul 10, 2020",48863,48919,49230,48710,-0.03%
"Jul 13, 2020",49148,49046,49265,48915,0.58%
"Jul 14, 2020",49259,49050,49291,48770,0.23%
"Jul 15, 2020",49159,49228,49270,48914,-0.20%
"Jul 16, 2020",48773,49104,49245,48727,-0.79%
"Jul 17, 2020",48967,48796,49025,48713,0.40%
"Jul 20, 2020",49027,48910,49175,48858,0.12%
"Jul 21, 2020",49527,49078,49579,49036,1.02%
"Jul 22, 2020",50078,49931,50199,49630,1.11%
"Jul 23, 2020",50700,50191,50936,50125,1.24%
"Jul 24, 2020",51035,50809,51184,50570,0.66%
"Jul 27, 2020",52101,51749,52220,51657,2.09%
"Jul 28, 2020",52591,52186,52698,51277,0.94%
"Jul 29, 2020",53187,52550,53399,52364,1.13%
"Jul 30, 2020",53138,53390,53429,52700,-0.09%
"Jul 31, 2020",53828,53526,53920,53450,1.30%
"Aug 03, 2020",53997,54194,54199,53564,0.31%
"Aug 04, 2020",54064,54223,54560,53708,0.12%
"Aug 05, 2020",55207,54900,55450,54900,2.11%
"Aug 06, 2020",55845,55265,56079,55241,1.16%
"Aug 07, 2020",54789,55965,56191,54690,-1.89%
"Aug 10, 2020",54946,55049,55449,54861,0.29%
"Aug 11, 2020",51929,54750,54750,51712,-5.49%
"Aug 12, 2020",52254,51650,52598,49955,0.63%
"Aug 13, 2020",52930,52365,53038,51802,1.29%
"Aug 14, 2020",52227,52675,52797,51840,-1.33%
"Aug 17, 2020",53275,52151,53443,52113,2.01%
"Aug 18, 2020",53571,53415,53999,51800,0.56%
"Aug 19, 2020",52622,53450,53493,52302,-1.77%
"Aug 20, 2020",52151,52550,52550,51721,-0.90%
"Aug 21, 2020",52016,52160,52409,51239,-0.26%
"Aug 24, 2020",51269,51860,52232,51160,-1.44%
"Aug 25, 2020",50924,51350,51533,50820,-0.67%
"Aug 26, 2020",51779,51165,51876,50551,1.68%
"Aug 27, 2020",50902,51601,52160,50533,-1.69%
"Aug 28, 2020",51448,50890,51750,50890,1.07%
"Aug 31, 2020",51701,51540,51875,51460,0.49%
"Sep 01, 2020",51502,52000,52100,51303,-0.38%
"Sep 02, 2020",50821,51449,51555,50696,-1.32%
"Sep 03, 2020",50742,50964,51068,50500,-0.16%
"Sep 04, 2020",50678,50865,51082,50362,-0.13%
"Sep 07, 2020",51065,50801,51200,50680,0.76%
"Sep 08, 2020",51353,50800,51406,50629,0.56%
"Sep 09, 2020",51402,51165,51480,50872,0.10%
"Sep 10, 2020",51774,51430,51851,51242,0.72%
"Sep 11, 2020",51319,51431,51684,51224,-0.88%
"Sep 14, 2020",51687,51599,51847,51334,0.72%
"Sep 15, 2020",51769,51850,52182,51561,0.16%
"Sep 16, 2020",51824,51839,52127,51750,0.11%
"Sep 17, 2020",51453,51710,51710,51181,-0.72%
"Sep 18, 2020",51715,51559,51849,51453,0.51%
"Sep 21, 2020",50471,51650,51650,49815,-2.41%
"Sep 22, 2020",50381,50560,50686,50129,-0.18%
"Sep 23, 2020",49508,50380,50380,49444,-1.73%
"Sep 24, 2020",49904,49400,50050,49248,0.80%
"Sep 25, 2020",49659,49826,49900,49380,-0.49%
"Sep 28, 2020",50133,49474,50197,49315,0.95%
"Sep 29, 2020",50681,50194,50739,50059,1.09%
"Sep 30, 2020",50404,50559,50860,50150,-0.55%
"Oct 01, 2020",50470,50400,50940,50300,0.13%
"Oct 05, 2020",50157,50600,50600,50100,-0.62%
"Oct 06, 2020",50526,50468,50982,50445,0.74%
"Oct 07, 2020",50048,50270,50361,49880,-0.95%
"Oct 08, 2020",50175,49972,50399,49924,0.25%
"Oct 09, 2020",50817,50300,50970,50300,1.28%
"Oct 12, 2020",51107,50940,51184,50830,0.57%
"Oct 13, 2020",50245,50870,51078,50110,-1.69%
"Oct 14, 2020",50542,50369,50740,50270,0.59%
"Oct 15, 2020",50712,50314,50749,50280,0.34%
"Oct 16, 2020",50547,50586,50813,50452,-0.33%
"Oct 19, 2020",50687,50552,50940,50437,0.28%
"Oct 20, 2020",50910,50600,50940,50491,0.44%
"Oct 21, 2020",51333,50950,51454,50915,0.83%
"Oct 22, 2020",50766,51199,51199,50535,-1.10%
"Oct 23, 2020",50839,50865,51040,50643,0.14%
"Oct 26, 2020",50930,50690,51125,50552,0.18%
"Oct 27, 2020",50961,51065,51114,50704,0.06%
"Oct 28, 2020",50495,51065,51065,50230,-0.91%
"Oct 29, 2020",50282,50446,50617,50070,-0.42%
"Oct 30, 2020",50699,50465,50870,50353,0.83%
"Nov 02, 2020",51067,50777,51099,50612,0.73%
"Nov 03, 2020",51598,50950,51630,50789,1.04%
"Nov 04, 2020",50820,51320,51465,50773,-1.51%
"Nov 05, 2020",52055,51231,52176,51161,2.43%
"Nov 06, 2020",52167,51912,52450,51711,0.22%
"Nov 09, 2020",49748,52270,52520,49500,-4.64%
"Nov 10, 2020",50501,49931,50664,49931,1.51%
"Nov 11, 2020",50169,50444,50525,49944,-0.66%
"Nov 12, 2020",50600,50315,50790,50217,0.86%
"Nov 13, 2020",50922,50665,51139,50609,0.64%
"Nov 14, 2020",50922,51015,51080,50870,0.00%
"Nov 16, 2020",50830,50931,51015,50150,-0.18%
"Nov 17, 2020",50766,50800,51029,50703,-0.13%
"Nov 18, 2020",50325,50600,50646,50053,-0.87%
"Nov 19, 2020",49992,50200,50200,49720,-0.66%
"Nov 20, 2020",50212,50041,50435,49857,0.44%
"Nov 23, 2020",49480,50234,50350,49291,-1.46%
"Nov 24, 2020",48585,49262,49262,48514,-1.81%
"Nov 25, 2020",48513,48497,48885,48390,-0.15%
"Nov 26, 2020",48517,48524,48800,48425,0.01%
"Nov 27, 2020",48125,48508,48647,47800,-0.81%
"Nov 30, 2020",47792,47680,47966,47550,-0.69%
"Dec 01, 2020",48275,48194,48559,47705,1.01%
"Dec 02, 2020",48643,48499,48849,48400,0.76%
"Dec 03, 2020",49419,49874,49936,49093,1.60%
"Dec 04, 2020",49393,49350,50001,49100,-0.05%
"Dec 07, 2020",49946,49231,50060,48874,1.12%
"Dec 08, 2020",50109,50065,50175,49711,0.33%
"Dec 09, 2020",49260,49850,49886,49140,-1.69%
"Dec 10, 2020",49077,49165,49500,48935,-0.37%
"Dec 11, 2020",49324,49150,49438,48875,0.50%
"Dec 14, 2020",48939,49101,49133,48602,-0.78%
"Dec 15, 2020",49443,49035,49589,49007,1.03%
"Dec 16, 2020",49597,49510,49850,49452,0.31%
"Dec 17, 2020",50390,49720,50642,49720,1.60%
"Dec 18, 2020",50304,50319,50469,50105,-0.17%
"Dec 21, 2020",50416,50515,51009,49712,0.22%
"Dec 22, 2020",50081,50527,50540,49923,-0.66%
"Dec 23, 2020",50149,50042,50280,49680,0.14%
"Dec 24, 2020",50073,50151,50186,49878,-0.15%
"Dec 28, 2020",50013,50200,50580,49915,-0.12%
"Dec 29, 2020",50039,50051,50195,49860,0.05%
"Dec 30, 2020",50135,50179,50179,49857,0.19%
"Dec 31, 2020",50151,50059,50290,50002,0.03%
"Jan 01, 2021",50244,50180,50280,50128,0.19%
"Jan 04, 2021",51424,50300,51490,50300,2.35%
"Jan 05, 2021",51720,51397,51780,51333,0.58%
"Jan 06, 2021",50509,51555,51875,50401,-2.34%
"Jan 07, 2021",50904,50740,51046,50660,0.78%
"Jan 08, 2021",48967,50755,50799,48818,-3.81%
"Jan 11, 2021",49341,48786,49390,48635,0.76%
"Jan 12, 2021",49045,49320,49570,48933,-0.60%
"Jan 13, 2021",49305,49130,49447,49130,0.53%
"Jan 14, 2021",49221,49000,49268,48751,-0.17%
"Jan 15, 2021",48702,49088,49327,48537,-1.05%
"Jan 18, 2021",48894,48669,48995,48608,0.39%
"Jan 19, 2021",48983,48965,49070,48750,0.18%
"Jan 20, 2021",49534,49077,49640,48801,1.12%
"Jan 21, 2021",49448,49699,49765,49323,-0.17%
"Jan 22, 2021",49140,49355,49399,48685,-0.62%
"Jan 25, 2021",49143,49155,49346,48925,0.01%
"Jan 27, 2021",48865,48903,48980,48511,-0.57%
"Jan 28, 2021",48624,48700,49290,48521,-0.49%
"Jan 29, 2021",49096,48624,49485,48624,0.97%
"Feb 01, 2021",48394,49370,49400,47200,-1.43%
"Feb 02, 2021",47751,48265,48265,47606,-1.33%
"Feb 03, 2021",47750,47925,47955,47725,0.00%
"Feb 04, 2021",46965,47400,47400,46600,-1.64%
"Feb 05, 2021",47078,47075,47080,47075,0.24%
"Feb 08, 2021",47839,47152,47957,47152,1.62%
"Feb 09, 2021",47948,48000,48235,47779,0.23%
"Feb 10, 2021",48013,48000,48374,47822,0.14%
"Feb 11, 2021",47508,47837,48100,47456,-1.05%
"Feb 12, 2021",47318,47411,47586,47111,-0.40%
"Feb 15, 2021",47241,47436,47455,47202,-0.16%
"Feb 16, 2021",46899,47409,47480,46682,-0.72%
"Feb 17, 2021",46237,46800,46800,46162,-1.41%
"Feb 18, 2021",46126,46409,46498,46011,-0.24%
"Feb 19, 2021",46197,45986,46490,45861,0.15%
"Feb 22, 2021",46901,46335,46966,46238,1.52%
"Feb 23, 2021",46802,46973,46985,46589,-0.21%
"Feb 24, 2021",46522,46808,46857,46268,-0.60%
"Feb 25, 2021",46241,46443,46655,46060,-0.60%
"Feb 26, 2021",45736,46340,46689,45611,-1.09%
"Mar 01, 2021",45308,46000,46139,45215,-0.94%
"Mar 02, 2021",45548,45066,45650,44975,0.53%
"Mar 03, 2021",44948,45524,45544,44561,-1.32%
"Mar 04, 2021",44541,44735,44962,44471,-0.91%
"Mar 05, 2021",44683,44444,44720,44217,0.32%
"Mar 08, 2021",44218,44756,44780,44150,-1.04%
"Mar 09, 2021",44857,44349,44963,44263,1.45%
"Mar 10, 2021",44792,44730,44944,44630,-0.14%
"Mar 11, 2021",44879,44950,45167,44774,0.19%
"Mar 12, 2021",44750,44741,44785,44271,-0.29%
"Mar 15, 2021",44900,44790,45047,44730,0.34%
"Mar 16, 2021",44813,44950,45086,44766,-0.19%
"Mar 17, 2021",44840,44890,45037,44756,0.06%
"Mar 18, 2021",44951,44892,45299,44626,0.25%
"Mar 19, 2021",45021,44928,45137,44801,0.16%
"Mar 22, 2021",44905,44974,45040,44630,-0.26%
"Mar 23, 2021",44646,44786,44995,44590,-0.58%
"Mar 24, 2021",44860,44800,44895,44673,0.48%
"Mar 25, 2021",44695,44892,45028,44601,-0.37%
"Mar 26, 2021",44642,44635,44788,44441,-0.12%
"Mar 29, 2021",43545,44520,44550,43320,-2.46%
"Mar 30, 2021",43873,43669,44300,43669,0.75%
"Mar 31, 2021",44637,43870,44672,43711,1.74%
"Apr 01, 2021",44767,44650,44865,44650,0.29%
"Apr 05, 2021",44981,44900,45050,44886,0.48%
"Apr 06, 2021",45919,45420,45974,45420,2.09%
"Apr 07, 2021",46362,45766,46420,45742,0.96%
"Apr 08, 2021",46838,46299,46900,46240,1.03%
"Apr 09, 2021",46593,46766,46887,46314,-0.52%
"Apr 12, 2021",46419,46545,46777,46400,-0.37%
"Apr 13, 2021",46975,46450,47033,46367,1.20%
"Apr 14, 2021",46608,46851,46930,46556,-0.78%
"Apr 15, 2021",47175,46680,47279,46680,1.22%
"Apr 16, 2021",47353,47099,47432,46820,0.38%
"Apr 19, 2021",47393,47353,47850,47280,0.08%
"Apr 20, 2021",47857,47424,47901,47128,0.98%
"Apr 21, 2021",48228,47939,48429,47936,0.78%
"Apr 22, 2021",47772,48252,48260,47660,-0.95%
"Apr 23, 2021",47532,47885,48026,47384,-0.50%
"Apr 26, 2021",47462,47604,47650,47253,-0.15%
"Apr 27, 2021",47303,47465,47515,47273,-0.34%
"Apr 28, 2021",47093,47150,47273,46800,-0.44%
"Apr 29, 2021",46726,47245,47299,46462,-0.78%
"Apr 30, 2021",46737,46743,46819,46605,0.02%
"May 03, 2021",47319,46921,47450,46921,1.25%
"May 04, 2021",46871,47226,47451,46717,-0.95%
"May 05, 2021",47000,46979,47046,46650,0.28%
"May 06, 2021",47595,47072,47643,47000,1.27%
"May 07, 2021",47751,47654,48050,47520,0.33%
"May 10, 2021",47951,47820,48144,47755,0.42%
"May 11, 2021",47633,47952,48013,47325,-0.66%
"May 12, 2021",47482,47497,47862,47374,-0.32%
"May 13, 2021",47438,47356,47530,47211,-0.09%
"May 14, 2021",47676,47368,47711,47337,0.50%
"May 17, 2021",48474,47989,48499,47910,1.67%
"May 18, 2021",48307,48419,48490,48215,-0.34%
"May 19, 2021",48674,48261,48875,47950,0.76%
"May 20, 2021",48544,48598,48665,48269,-0.27%
"May 21, 2021",48404,48336,48670,48230,-0.29%
"May 24, 2021",48553,48450,48640,48368,0.31%
"May 25, 2021",48867,48425,48894,48333,0.65%
"May 26, 2021",48784,49067,49220,48666,-0.17%
"May 27, 2021",48581,48751,48870,48451,-0.42%
"May 28, 2021",48542,48432,48603,48250,-0.08%
"May 31, 2021",48821,48690,48967,48540,0.57%
"Jun 01, 2021",48995,49049,49225,48710,0.36%
"Jun 02, 2021",49154,49100,49220,49075,0.32%
"Jun 03, 2021",48990,49163,49670,48570,-0.33%
"Jun 04, 2021",48600,48600,48600,48600,-0.80%
"Jun 07, 2021",49143,48947,49175,48782,1.12%
"Jun 08, 2021",49127,49146,49350,48932,-0.03%
"Jun 09, 2021",49124,49150,49269,49024,-0.01%
"Jun 10, 2021",49198,49018,49263,48675,0.15%
"Jun 11, 2021",48903,49283,49399,48865,-0.60%
"Jun 14, 2021",48523,48750,48750,48105,-0.78%
"Jun 15, 2021",48424,48509,48732,48348,-0.20%
"Jun 16, 2021",48506,48458,48565,48367,0.17%
"Jun 17, 2021",46958,48250,48250,46744,-3.19%
"Jun 18, 2021",46728,47147,47387,46668,-0.49%
"Jun 21, 2021",47074,46900,47155,46633,0.74%
"Jun 22, 2021",47011,47178,47247,46869,-0.13%
"Jun 23, 2021",47072,47093,47318,46962,0.13%
"Jun 24, 2021",46870,46950,47159,46811,-0.43%
"Jun 25, 2021",46925,46948,47213,46835,0.12%
"Jun 28, 2021",47008,46965,47118,46865,0.18%
"Jun 29, 2021",46555,46880,46970,46330,-0.96%
"Jun 30, 2021",46839,46594,46933,46461,0.61%
"Jul 01, 2021",47039,46930,47210,46903,0.43%
"Jul 02, 2021",47285,47139,47515,47139,0.52%
"Jul 05, 2021",47299,47349,47425,47250,0.03%
"Jul 06, 2021",47684,47350,48000,47350,0.81%
"Jul 07, 2021",47910,47761,47999,47655,0.47%
"Jul 08, 2021",47721,47759,48290,47601,-0.39%
"Jul 09, 2021",47923,47844,47948,47621,0.42%
"Jul 12, 2021",47774,47807,47870,47477,-0.31%
"Jul 13, 2021",47889,47875,48071,47715,0.24%
"Jul 14, 2021",48299,47982,48369,47930,0.86%
"Jul 15, 2021",48400,48270,48501,48160,0.21%
"Jul 16, 2021",48053,48378,48389,47975,-0.72%
"Jul 19, 2021",48094,48083,48236,47780,0.09%
"Jul 20, 2021",47876,48240,48295,47771,-0.45%
"Jul 21, 2021",47573,47750,47750,47500,-0.63%
"Jul 22, 2021",47634,47500,47690,47301,0.13%
"Jul 23, 2021",47534,47575,47720,47300,-0.21%
"Jul 26, 2021",47461,47647,47784,47420,-0.15%
"Jul 27, 2021",47573,47446,47642,47367,0.24%
"Jul 28, 2021",47577,47610,47689,47470,0.01%
"Jul 29, 2021",48281,47720,48310,47690,1.48%
"Jul 30, 2021",47846,48281,48304,47751,-0.90%
"Aug 02, 2021",48045,47780,48130,47725,0.42%
"Aug 03, 2021",47817,47900,48049,47760,-0.47%
"Aug 04, 2021",48111,47770,48299,47770,0.61%
"Aug 05, 2021",48450,48450,48450,48450,0.70%
"Aug 06, 2021",46640,47500,47574,46556,-3.74%
"Aug 09, 2021",45886,46311,46386,45815,-1.62%
"Aug 10, 2021",45962,46000,46112,45662,0.17%
"Aug 11, 2021",46388,46011,46446,45925,0.93%
"Aug 12, 2021",46363,46300,46581,46151,-0.05%
"Aug 13, 2021",46940,46452,46996,46416,1.24%
"Aug 16, 2021",47225,46950,47280,46816,0.61%
"Aug 17, 2021",47280,47235,47549,47183,0.12%
"Aug 18, 2021",47132,47374,47437,47026,-0.31%
"Aug 19, 2021",47169,47211,47850,47073,0.08%
"Aug 20, 2021",47158,47250,47377,47065,-0.02%
"Aug 23, 2021",47584,47215,47625,47149,0.90%
"Aug 24, 2021",47612,47515,47731,47472,0.06%
"Aug 25, 2021",47179,47435,47482,47080,-0.91%
"Aug 26, 2021",47237,47181,47380,46934,0.12%
"Aug 27, 2021",47538,47300,47582,46820,0.64%
"Aug 30, 2021",47164,47438,47494,47145,-0.79%
"Aug 31, 2021",47120,47299,47332,46776,-0.09%
"Sep 01, 2021",47068,47129,47276,46980,-0.11%
"Sep 02, 2021",46991,47049,47208,46900,-0.16%
"Sep 03, 2021",47524,47095,47598,47035,1.13%
"Sep 06, 2021",47425,47433,47497,47365,-0.21%
"Sep 07, 2021",46939,47402,47435,46864,-1.02%
"Sep 08, 2021",47038,46961,47140,46750,0.21%
"Sep 09, 2021",46994,46938,47082,46713,-0.09%
"Sep 10, 2021",46806,46900,46986,46751,-0.40%
"Sep 13, 2021",46908,46927,47043,46766,0.22%
"Sep 14, 2021",47260,46868,47320,46620,0.75%
"Sep 15, 2021",46896,47185,47264,46868,-0.77%
"Sep 16, 2021",46076,46880,46917,45812,-1.75%
"Sep 17, 2021",45986,46100,46239,45853,-0.20%
"Sep 20, 2021",46278,45930,46375,45880,0.63%
"Sep 21, 2021",46638,46210,46799,46130,0.78%
"Sep 22, 2021",46672,46651,46762,46556,0.07%
"Sep 23, 2021",46056,46439,46534,45940,-1.32%
"Sep 24, 2021",45995,46075,46132,45787,-0.13%
"Sep 27, 2021",46069,46036,46220,45902,0.16%
"Sep 28, 2021",45853,46071,46071,45688,-0.47%
"Sep 29, 2021",45585,45963,45980,45511,-0.58%
"Sep 30, 2021",46323,45650,46436,45479,1.62%
"Oct 01, 2021",46286,46295,46332,46155,-0.08%
"Oct 04, 2021",46286,46533,46963,46341,0.00%
"Oct 05, 2021",46450,46535,46535,46354,0.35%
"Oct 06, 2021",46907,46674,46990,46512,0.98%
"Oct 07, 2021",46827,46851,46990,46687,-0.17%
"Oct 08, 2021",47037,46861,47370,46854,0.45%
"Oct 11, 2021",47051,46950,47188,46864,0.03%
"Oct 12, 2021",47198,47099,47420,47036,0.31%
"Oct 13, 2021",47916,47215,47999,47131,1.52%
"Oct 14, 2021",47882,47808,48100,47783,-0.07%
"Oct 15, 2021",47213,47602,47677,47120,-1.40%
"Oct 18, 2021",47291,47220,47437,47169,0.17%
"Oct 19, 2021",47280,47410,47645,47231,-0.02%
"Oct 20, 2021",47499,47355,47576,47261,0.46%
"Oct 21, 2021",47404,47529,47596,47340,-0.20%
"Oct 22, 2021",47797,47555,48242,47482,0.83%
"Oct 25, 2021",48200,47900,48299,47855,0.84%
"Oct 26, 2021",47813,48147,48280,47584,-0.80%
"Oct 27, 2021",47962,47761,48019,47620,0.31%
"Oct 28, 2021",47961,48013,48229,47746,0.00%
"Oct 29, 2021",47635,47836,47944,47382,-0.68%
"Nov 01, 2021",47903,47615,47951,47590,0.56%
"Nov 02, 2021",47622,47835,47885,47594,-0.59%
"Nov 03, 2021",47000,47584,47584,46872,-1.31%
"Nov 04, 2021",47553,47300,47590,47300,1.18%
"Nov 05, 2021",47972,47519,48014,47294,0.88%
"Nov 08, 2021",48018,48000,48174,47815,0.10%
"Nov 09, 2021",48287,48015,48311,47976,0.56%
"Nov 10, 2021",48854,48248,49280,48168,1.17%
"Nov 11, 2021",49216,48941,49380,48911,0.74%
"Nov 12, 2021",49314,49104,49346,48875,0.20%
"Nov 15, 2021",49298,49170,49475,49092,-0.03%
"Nov 16, 2021",49038,49340,49610,49010,-0.53%
"Nov 17, 2021",49292,49068,49333,48985,0.52%
"Nov 18, 2021",49059,49199,49273,48986,-0.47%
"Nov 19, 2021",48828,49116,49308,48710,-0.47%
"Nov 22, 2021",47923,48794,48875,47882,-1.85%
"Nov 23, 2021",47434,47946,48031,47361,-1.02%
"Nov 24, 2021",47438,47569,47674,47253,0.01%
"Nov 25, 2021",47421,47545,47592,47310,-0.04%
"Nov 26, 2021",47585,47615,48223,47535,0.35%
"Nov 29, 2021",47587,47700,47980,47530,0.00%
"Nov 30, 2021",47606,47570,48128,47436,0.04%
"Dec 01, 2021",47578,47550,47783,47470,-0.06%
"Dec 02, 2021",47214,47214,47214,47214,-0.77%
"Dec 03, 2021",47153,47192,47271,46388,-0.13%
"Dec 06, 2021",47914,47953,48039,47830,1.61%
"Dec 07, 2021",48060,47907,48168,47790,0.30%
"Dec 08, 2021",48055,48150,48300,47956,-0.01%
"Dec 09, 2021",47939,48035,48160,47869,-0.24%
"Dec 10, 2021",48164,47981,48260,47862,0.47%
"Dec 13, 2021",48303,48213,48348,48131,0.29%
"Dec 14, 2021",48072,48264,48361,47925,-0.48%
"Dec 15, 2021",48087,48039,48240,47950,0.03%
"Dec 16, 2021",48646,48296,48677,48276,1.16%
"Dec 17, 2021",48594,48700,48785,48510,-0.11%
"Dec 20, 2021",48240,48594,48643,48211,-0.73%
"Dec 21, 2021",48067,48151,48298,47991,-0.36%
"Dec 22, 2021",48199,48115,48220,47975,0.27%
"Dec 23, 2021",48152,48268,48340,48035,-0.10%
"Dec 24, 2021",48119,48185,48263,48066,-0.07%
"Dec 27, 2021",48066,48119,48248,48050,-0.11%
"Dec 28, 2021",48042,48300,48328,48002,-0.05%
"Dec 29, 2021",47839,48002,48012,47577,-0.42%
"Dec 30, 2021",47885,47800,47899,47579,0.10%
"Dec 31, 2021",48099,47946,48134,47795,0.45%
"Jan 03, 2022",47716,48050,48130,47691,-0.80%
"Jan 04, 2022",47949,47810,47997,47740,0.49%
"Jan 05, 2022",48021,47982,48169,47851,0.15%
"Jan 06, 2022",47451,47768,47865,47400,-1.19%
"Jan 07, 2022",47452,47370,47586,47300,0.00%
"Jan 10, 2022",47455,47394,47499,47301,0.01%
"Jan 11, 2022",47689,47589,47700,47460,0.49%
"Jan 12, 2022",47808,47682,47843,47628,0.25%
"Jan 13, 2022",47736,47804,47917,47650,-0.15%
"Jan 14, 2022",47778,47841,47993,47756,0.09%
"Jan 17, 2022",47917,47835,47965,47803,0.29%
"Jan 18, 2022",47926,47950,48047,47780,0.02%
"Jan 19, 2022",48377,47949,48416,47911,0.94%
"Jan 20, 2022",48380,48379,48557,48310,0.01%
"Jan 21, 2022",48249,48390,48523,48153,-0.27%
"Jan 24, 2022",48564,48323,48600,48300,0.65%
"Jan 25, 2022",48851,48608,48912,48540,0.59%
"Jan 27, 2022",47910,48550,48550,47853,-1.93%
"Jan 28, 2022",47611,47950,48000,47479,-0.62%
"Jan 31, 2022",47686,47590,47802,47499,0.16%
"Feb 01, 2022",47965,47736,48099,47581,0.59%
"Feb 02, 2022",47922,47850,48046,47692,-0.09%
"Feb 03, 2022",47849,48099,48099,47517,-0.15%
"Feb 04, 2022",47904,47000,48025,47000,0.11%
"Feb 07, 2022",48228,48011,48247,47995,0.68%
"Feb 08, 2022",48429,48270,48474,48174,0.42%
"Feb 09, 2022",48660,48420,48715,48403,0.48%
"Feb 10, 2022",48955,48694,48990,48551,0.61%
"Feb 11, 2022",49114,48750,49134,48643,0.32%
"Feb 14, 2022",49916,49450,50011,49443,1.63%
"Feb 15, 2022",49385,50151,50325,49230,-1.06%
"Feb 16, 2022",49618,49394,49660,49249,0.47%
"Feb 17, 2022",50392,49577,50438,49557,1.56%
"Feb 18, 2022",50112,50177,50274,49829,-0.56%
"Feb 21, 2022",50078,50071,50139,49764,-0.07%
"Feb 22, 2022",50328,50447,50687,50057,0.50%
"Feb 23, 2022",50379,50389,50414,49951,0.10%
"Feb 24, 2022",51543,50800,52797,50800,2.31%
"Feb 25, 2022",50221,51180,51180,50040,-2.56%
"Feb 28, 2022",50760,50880,51211,50505,1.07%
"Mar 01, 2022",51816,51200,51876,51159,2.08%
"Mar 02, 2022",51294,51700,52070,51192,-1.01%
"Mar 03, 2022",51770,51562,51951,51391,0.93%
"Mar 04, 2022",52559,51902,52601,51800,1.52%
"Mar 07, 2022",53517,53266,54010,52813,1.82%
"Mar 08, 2022",54224,53639,55558,53356,1.32%
"Mar 09, 2022",52745,54917,55190,52626,-2.73%
"Mar 10, 2022",53239,52601,53488,52437,0.94%
"Mar 11, 2022",52878,53089,53203,52240,-0.68%
"Mar 14, 2022",52304,52623,52786,52125,-1.09%
"Mar 15, 2022",51564,52001,52080,51220,-1.41%
"Mar 16, 2022",51147,51346,51519,51028,-0.81%
"Mar 17, 2022",51647,51678,51837,51366,0.98%
"Mar 18, 2022",51447,51650,51713,51360,-0.39%
"Mar 21, 2022",51655,51430,51890,51350,0.40%
"Mar 22, 2022",51379,51770,51949,51150,-0.53%
"Mar 23, 2022",51767,51365,51800,51224,0.76%
"Mar 24, 2022",52078,51702,52155,51648,0.60%
"Mar 25, 2022",51876,52075,52100,51762,-0.39%
"Mar 28, 2022",51571,51721,51784,51370,-0.59%
"Mar 29, 2022",50813,51342,51383,50354,-1.47%
"Mar 30, 2022",50953,50979,51263,50811,0.28%
"Mar 31, 2022",51585,50906,51718,50906,1.24%
"Apr 01, 2022",51344,51480,51551,51275,-0.47%
"Apr 04, 2022",51266,51224,51350,51200,-0.15%
"Apr 05, 2022",51413,51304,51670,51160,0.29%
"Apr 06, 2022",51596,51398,51837,51320,0.36%
"Apr 07, 2022",51897,51611,51982,51550,0.58%
"Apr 08, 2022",52071,51734,52197,51681,0.34%
"Apr 11, 2022",52179,52126,52740,52021,0.21%
"Apr 12, 2022",52878,52375,53000,52375,1.34%
"Apr 13, 2022",53081,52850,53150,52807,0.38%
"Apr 14, 2022",52992,53010,53110,52700,-0.17%
"Apr 18, 2022",53272,53470,53663,53218,0.53%
"Apr 19, 2022",52749,53248,53416,52660,-0.98%
"Apr 20, 2022",52628,52562,52650,52310,-0.23%
"Apr 21, 2022",52413,52628,52649,52144,-0.41%
"Apr 22, 2022",52261,52529,52662,52104,-0.29%
"Apr 25, 2022",51393,52033,52115,51300,-1.66%
"Apr 26, 2022",51584,51460,51769,51410,0.37%
"Apr 27, 2022",51199,51545,51636,51082,-0.75%
"Apr 28, 2022",51262,51089,51335,50828,0.12%
"Apr 29, 2022",51754,51499,51879,51499,0.96%
"May 02, 2022",50659,51270,51322,50481,-2.12%
"May 03, 2022",50808,50555,50992,50515,0.29%
"May 04, 2022",50610,50675,50830,50502,-0.39%
"May 05, 2022",50899,50921,51557,50853,0.57%
"May 06, 2022",51343,50936,51538,50905,0.87%
"May 09, 2022",50959,51259,51386,50901,-0.75%
"May 10, 2022",50586,50971,51118,50511,-0.73%
"May 11, 2022",50822,50449,50888,50322,0.47%
"May 12, 2022",50174,50939,50946,50140,-1.28%
"May 13, 2022",49873,50067,50249,49670,-0.60%
"May 16, 2022",50248,49930,50297,49572,0.75%
"May 17, 2022",50173,50399,50580,50130,-0.15%
"May 18, 2022",50218,50120,50366,49863,0.09%
"May 19, 2022",50544,50280,50760,50058,0.65%
"May 20, 2022",50829,50471,50860,50471,0.56%
"May 23, 2022",50907,50897,51156,50808,0.15%
"May 24, 2022",51157,50940,51246,50880,0.49%
"May 25, 2022",50819,51109,51132,50705,-0.66%
"May 26, 2022",50871,50840,50920,50580,0.10%
"May 27, 2022",50913,50952,51066,50850,0.08%
"May 30, 2022",50915,50974,51112,50901,0.00%
"May 31, 2022",50855,50959,51180,50800,-0.12%
"Jun 01, 2022",50788,50654,50903,50462,-0.13%
"Jun 02, 2022",51255,50928,51359,50928,0.92%
